Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
436,Theo Pinson,SF,26,DAL,16,0,7.5,0.6,2,0.281,0.4,1.6,0.24,0.2,0.4,0.429,0.375,0.3,0.3,1,0.1,1.1,1.2,0.8,0.3,0.1,0.1,0.6,1.8
446,Kristaps Porziņģis,PF,26,DAL,34,34,29.5,6.7,14.9,0.451,1.4,5.1,0.283,5.3,9.9,0.537,0.499,4.3,5,0.865,1.9,5.8,7.7,2,0.7,1.7,1.6,2.6,19.2
448,Dwight Powell,C,30,DAL,56,45,20.3,2.8,4.3,0.647,0.2,0.6,0.387,2.5,3.7,0.686,0.672,1.7,2.2,0.756,1.9,2.4,4.4,1.1,0.5,0.4,0.8,2.5,7.4
33,Will Barton,SG,31,DEN,47,47,32.6,5.9,13.4,0.444,2.3,6.2,0.375,3.6,7.1,0.504,0.532,1.3,1.7,0.778,0.7,4.3,5,4.1,0.9,0.5,1.9,1.6,15.6
55,Bol Bol,PF,22,DEN,14,0,5.8,1.1,1.9,0.556,0.1,0.3,0.25,1,1.6,0.609,0.574,0.1,0.4,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4
89,Facundo Campazzo,PG,30,DEN,51,4,20.1,1.9,5,0.38,1,3.2,0.313,0.9,1.8,0.5,0.48,1,1.3,0.803,0.3,1.5,1.9,3.7,1.1,0.4,1.2,2,5.8
90,Vlatko Čančar,PF,24,DEN,14,1,10.9,1.6,2.8,0.564,0.5,0.9,0.583,1.1,1.9,0.556,0.654,0.6,0.9,0.75,0.4,1.2,1.6,0.9,0.1,0.2,0.6,0.9,4.3
115,Petr Cornelie,PF,26,DEN,13,0,2.9,0.4,1.2,0.333,0.1,0.6,0.125,0.3,0.5,0.571,0.367,0.2,0.3,0.75,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1
146,PJ Dozier,SG,25,DEN,18,0,18.9,2,5.5,0.364,0.8,2.7,0.313,1.2,2.8,0.412,0.439,0.6,0.7,0.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
192,Aaron Gordon,PF,26,DEN,49,49,31.7,5.7,10.9,0.52,1.2,3.5,0.337,4.5,7.4,0.607,0.574,2.2,3,0.733,1.7,4,5.7,2.6,0.7,0.6,1.7,1.8,14.7
200,JaMychal Green,PF,31,DEN,41,7,14.7,2.2,4.9,0.46,0.6,2.1,0.264,1.7,2.8,0.611,0.518,1.2,1.3,0.873,0.9,2.7,3.6,0.9,0.7,0.4,0.9,2.2,6.2
202,Jeff Green,C,35,DEN,50,38,24.6,3.7,7.3,0.514,0.7,2.2,0.321,3,5,0.599,0.563,2.1,2.5,0.817,0.6,2.6,3.1,1.2,0.3,0.4,0.9,2.2,10.3
248,Markus Howard,SG,22,DEN,22,0,6.1,1.2,3.3,0.37,1,2.4,0.434,0.2,0.9,0.2,0.527,0.6,0.6,0.929,0,0.3,0.3,0.3,0.3,0,0.3,0.5,4.1
254,Bones Hyland,PG,21,DEN,42,0,17.7,2.9,7.9,0.366,1.7,4.9,0.348,1.2,3.1,0.395,0.473,1.1,1.3,0.889,0.2,2.5,2.7,2,0.5,0.3,1.2,2.1,8.6
283,Nikola Jokić,C,26,DEN,48,48,32.9,9.9,17.1,0.578,1.6,4.2,0.375,8.3,12.9,0.644,0.624,4.5,5.5,0.816,2.7,11,13.6,7.9,1.4,0.7,3.6,2.5,25.8
387,Monte Morris,PG,26,DEN,51,50,30,5.1,10.8,0.474,1.6,4.3,0.373,3.5,6.5,0.541,0.548,0.8,1,0.843,0.4,2.6,2.9,4.3,0.7,0.2,1,1.2,12.6
403,Zeke Nnaji,PF,21,DEN,38,1,16.4,2.4,4.5,0.547,0.9,1.9,0.493,1.5,2.6,0.588,0.653,1,1.6,0.613,1.4,2.2,3.7,0.3,0.3,0.3,0.5,1.9,6.8
443,Michael Porter Jr.,SF,23,DEN,9,9,29.4,4.1,11.4,0.359,1.1,5.3,0.208,3,6.1,0.491,0.408,0.6,1,0.556,1,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9
461,Davon Reed,SG,26,DEN,28,3,14.3,1.6,3.4,0.474,0.8,1.9,0.434,0.8,1.5,0.524,0.595,0.1,0.2,0.8,0.4,2.3,2.6,1,0.6,0.1,0.3,1.4,4.2
466,Austin Rivers,SG,29,DEN,40,13,21.1,2.2,5.5,0.406,1.3,3.6,0.352,1,1.9,0.514,0.523,0.5,0.7,0.704,0.3,1.3,1.6,1.1,0.7,0.1,0.8,1.6,6.2
538,Rayjon Tucker,SG,24,DEN,3,0,9.7,0.3,0.7,0.5,0.3,0.7,0.5,0,0,,0.75,1,1.3,0.75,0.3,1,1.3,1.3,0.3,0,0,1,2
167,Bryn Forbes,SG,28,DEN,51,1,17.7,3.3,7.8,0.425,1.6,3.9,0.41,1.7,3.9,0.439,0.528,1,1.1,0.897,0.1,1.4,1.5,1.1,0.4,0.1,0.8,1.3,9.3
46,Saddiq Bey,SF,22,DET,55,55,33.5,5.4,14,0.383,2.5,7.4,0.338,2.9,6.7,0.432,0.471,2.3,2.8,0.827,1.3,4.4,5.8,2.7,0.9,0.2,1.3,1.7,15.6
122,Cade Cunningham,PG,20,DET,41,41,32,6,15,0.397,2,6.2,0.328,3.9,8.8,0.446,0.465,1.8,2.1,0.86,0.9,4.5,5.5,5.2,1.3,0.7,3.5,3,15.8
134,Cheick Diallo,C,25,DET,3,0,10.3,1,2.7,0.375,0,0,,1,2.7,0.375,0.375,1.7,2,0.833,1.3,2.7,4,0,0.3,0,0.3,2,3.7
135,Hamidou Diallo,SG,23,DET,48,29,22.6,4.6,9.2,0.498,0.4,1.7,0.25,4.1,7.5,0.553,0.52,1.5,2.3,0.667,1.3,3.6,4.9,1.3,1.2,0.3,1,2.6,11.1
181,Luka Garza,C,23,DET,28,5,12,1.9,4.4,0.439,0.5,1.5,0.341,1.4,2.9,0.488,0.496,1,1.5,0.643,1.8,1.3,3.1,0.5,0.3,0.1,0.6,1.7,5.3
195,Jerami Grant,PF,27,DET,30,30,32.5,6.3,15.4,0.408,1.7,5.3,0.323,4.6,10.2,0.452,0.463,4.8,5.8,0.833,0.8,3.7,4.5,2.6,1,1.1,2.1,2.3,19.1
225,Killian Hayes,PG,20,DET,43,33,24.8,2.3,6.4,0.362,0.7,2.6,0.273,1.6,3.9,0.422,0.417,0.9,1.1,0.816,0.4,2.5,3,4,1,0.5,1.7,2.7,6.3
261,Frank Jackson,PG,23,DET,42,5,22.9,3.9,9.5,0.416,1.8,5.6,0.325,2.1,3.9,0.546,0.511,1.5,1.9,0.795,0.3,1.3,1.6,1,0.5,0.2,0.8,1.8,11.1
264,Josh Jackson,SF,24,DET,39,3,18.1,2.6,6.4,0.41,0.8,2.9,0.265,1.9,3.5,0.529,0.47,1,1.4,0.714,0.4,2.7,3.2,1.3,0.5,0.5,1,1.8,7.1
294,Cory Joseph,PG,30,DET,44,18,24.1,2.9,6.3,0.452,1,2.4,0.429,1.8,4,0.466,0.532,1.5,1.8,0.848,0.4,2,2.4,3.9,0.7,0.3,1.4,2.1,8.3
320,Saben Lee,PG,22,DET,27,0,14.9,1.7,4.5,0.38,0.4,1.6,0.273,1.3,2.9,0.442,0.43,1.2,1.6,0.767,0.4,2.1,2.4,2.4,0.9,0.4,0.9,0.9,5.1
327,Isaiah Livers,SF,23,DET,1,0,5,0,2,0,0,2,0,0,0,,0,0,0,,0,0,0,0,1,1,1,1,0
335,Trey Lyles,PF,26,DET,51,3,19.4,3.4,7.5,0.456,0.9,2.9,0.301,2.6,4.7,0.55,0.513,2.7,3.5,0.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,10.4
361,Rodney McGruder,SG,30,DET,30,1,13.6,1.6,3.7,0.441,0.8,2.1,0.391,0.8,1.6,0.511,0.554,0.3,0.5,0.714,0.6,1.4,2,0.8,0.4,0.1,0.4,1,4.4
418,Kelly Olynyk,C,30,DET,18,1,20.6,3.6,9.1,0.399,1,3.7,0.269,2.6,5.3,0.49,0.454,1.7,2.6,0.66,1.4,3.4,4.9,2.9,0.9,0.6,1.6,2.6,9.9
424,Jaysean Paige,PG,27,DET,1,0,7,0,3,0,0,2,0,0,1,0,0,0,0,,0,1,1,1,0,0,1,2,0
425,Trayvon Palmer,SG,27,DET,1,0,17,0,1,0,0,0,,0,1,0,0,0,0,,0,2,2,0,0,0,1,2,0
435,Jamorko Pickett,PF,24,DET,6,0,7.8,0.2,1.7,0.1,0.2,1.2,0.143,0,0.5,0,0.15,0,0,,0.3,1.2,1.5,0.2,0,0.2,0.5,0.5,0.5
447,Micah Potter,C,23,DET,3,0,10.3,1.7,3.7,0.455,0,0.7,0,1.7,3,0.556,0.455,0.7,0.7,1,1.3,1.7,3,0,0.3,0.3,0.3,1.3,4
496,Deividas Sirvydis,SG,21,DET,3,0,9,0.3,3.3,0.1,0.3,2.3,0.143,0,1,0,0.15,0,0,,0,2,2,0.3,1,0.3,0,1.3,1
505,Cassius Stanley,SG,22,DET,9,1,17.2,2.1,5.1,0.413,0.4,1.9,0.235,1.7,3.2,0.517,0.457,1.1,1.1,1,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8
509,Isaiah Stewart,C,20,DET,47,47,25.8,3.5,6.7,0.522,0.1,0.5,0.125,3.4,6.2,0.555,0.527,0.9,1.4,0.657,3,5.4,8.4,1.1,0.3,1.1,1.3,3,8
554,Derrick Walton,PG,26,DET,3,3,36,2,8.7,0.231,1,4.3,0.231,1,4.3,0.231,0.288,1.3,1.3,1,0.7,2.7,3.3,7,2.3,1.3,3.7,2.7,6.3
50,Nemanja Bjelica,C,33,GSW,50,0,15.5,2.3,5.2,0.448,0.8,2.4,0.336,1.5,2.8,0.543,0.525,0.9,1.2,0.71,0.9,3.2,4.1,1.9,0.6,0.3,1.2,1.7,6.3
100,Chris Chiozza,PG,26,GSW,26,1,10.7,0.7,2.5,0.292,0.6,1.7,0.372,0.1,0.8,0.136,0.415,0,0,1,0.3,0.8,1.2,1.8,0.3,0,0.8,0.9,2.1
124,Stephen Curry,PG,33,GSW,51,51,34.7,8.3,19.7,0.422,4.7,12.5,0.38,3.6,7.2,0.496,0.542,4.4,4.8,0.914,0.6,4.8,5.4,6.4,1.4,0.4,3.3,2.1,25.7
198,Draymond Green,PF,31,GSW,34,34,29.9,3.2,5.9,0.537,0.4,1.2,0.286,2.8,4.7,0.604,0.567,1.2,2,0.597,1.1,6.4,7.6,7.4,1.4,1.2,3.1,2.8,7.9
256,Andre Iguodala,SF,38,GSW,26,0,19.9,1.5,3.9,0.392,0.5,2.3,0.23,1,1.6,0.634,0.461,0.5,0.6,0.813,0.7,2.6,3.3,3.8,0.8,0.8,0.9,1,4.1
311,Jonathan Kuminga,SF,19,GSW,44,5,13.8,2.7,5.5,0.494,0.6,1.9,0.317,2.1,3.7,0.584,0.547,1.5,2.4,0.648,0.6,2.1,2.7,0.7,0.4,0.2,0.9,1.7,7.6
319,Damion Lee,SG,29,GSW,45,3,20.4,2.9,6.4,0.455,1.2,3.2,0.372,1.7,3.2,0.538,0.549,0.9,1,0.851,0.4,2.7,3.1,0.9,0.6,0.1,0.6,1.4,7.9
328,Kevon Looney,C,25,GSW,56,56,21.2,2.6,4.7,0.553,0,0,0,2.6,4.7,0.556,0.553,1.1,1.6,0.659,2.7,4.8,7.5,1.6,0.6,0.8,0.9,2.7,6.3
379,Moses Moody,SG,19,GSW,33,4,9.4,1.1,2.9,0.381,0.5,1.8,0.305,0.6,1.2,0.5,0.474,0.4,0.5,0.824,0.2,1.2,1.4,0.3,0.1,0.2,0.2,0.7,3.2
432,Gary Payton II,PG,29,GSW,53,9,16.6,2.9,4.7,0.621,0.6,1.7,0.371,2.3,3,0.761,0.688,0.5,0.9,0.587,1,2.6,3.6,0.8,1.3,0.3,0.5,1.6,6.9
441,Jordan Poole,SG,22,GSW,50,35,29.1,5.6,12.9,0.439,2.4,7.1,0.34,3.2,5.8,0.559,0.532,2.9,3.1,0.923,0.4,2.7,3.1,3.4,0.8,0.3,2.3,2.6,16.6
444,Otto Porter Jr.,PF,28,GSW,45,13,21.6,3.2,6.8,0.475,1.5,3.8,0.399,1.7,2.9,0.576,0.589,0.5,0.7,0.727,1,4.2,5.1,1.6,1.1,0.5,0.5,1.3,8.5
526,Klay Thompson,SG,31,GSW,13,13,24.3,6.1,14.3,0.425,2.8,7.6,0.374,3.2,6.7,0.483,0.524,1.7,1.7,1,0.5,3.2,3.6,3.2,0.6,0.5,1.5,1.4,16.7
534,Juan Toscano-Anderson,SF,28,GSW,54,5,14.9,1.8,3.7,0.493,0.4,1.3,0.306,1.4,2.4,0.597,0.547,0.6,1.1,0.596,0.5,2.2,2.7,1.9,0.7,0.3,1.1,1.6,4.7
562,Quinndary Weatherspoon,SG,25,GSW,5,0,6.6,1.2,2,0.6,0,0.2,0,1.2,1.8,0.667,0.6,0.4,0.4,1,0.2,1,1.2,0.4,0.2,0.2,0.6,1.4,2.8
569,Andrew Wiggins,SF,26,GSW,51,51,31.7,6.8,14,0.483,2.3,5.5,0.416,4.5,8.5,0.526,0.564,2.2,3.2,0.671,1,3.3,4.3,2.2,1,0.7,1.5,1.9,18
18,D.J. Augustin,PG,34,HOU,34,2,15,1.6,4,0.404,1.1,2.8,0.406,0.5,1.2,0.4,0.548,1,1.1,0.868,0.2,1,1.2,2.2,0.3,0,1.3,0.5,5.4
69,Armoni Brooks,SG,23,HOU,41,8,16.8,2.1,6.1,0.347,1.6,5.2,0.3,0.6,0.9,0.605,0.474,0.4,0.5,0.842,0.3,1.7,2,1.2,0.5,0.2,0.6,1.5,6.2
102,Josh Christopher,SG,20,HOU,47,2,16.6,2.9,6.1,0.467,0.8,2.4,0.339,2,3.7,0.549,0.533,1,1.4,0.766,0.7,1.4,2,1.7,0.9,0.1,1.4,1.1,7.6
180,Usman Garuba,PF,19,HOU,15,0,7,0.5,1.6,0.333,0.1,0.9,0.154,0.4,0.7,0.545,0.375,0.1,0.1,0.5,0.6,1.7,2.3,0.5,0.5,0.4,0.2,0.6,1.3
193,Eric Gordon,SG,33,HOU,45,34,29.5,5,10.2,0.491,2.2,5.2,0.427,2.8,5,0.558,0.6,1.9,2.6,0.757,0.3,1.7,2,3,0.5,0.4,2,1,14.2
199,Jalen Green,SG,19,HOU,40,40,30.3,4.8,12.6,0.381,1.8,6.1,0.295,3,6.5,0.462,0.452,3,3.6,0.828,0.4,2.9,3.3,2.4,0.6,0.2,2.3,1.5,14.4
346,Kenyon Martin Jr.,SF,21,HOU,52,0,19.6,3.4,6.4,0.527,0.5,1.8,0.298,2.8,4.6,0.617,0.569,1,1.6,0.635,1.2,2.8,3.9,1.3,0.5,0.5,0.8,1.3,8.3
347,Garrison Mathews,SG,25,HOU,38,18,27.5,3.3,8,0.416,2.5,6.6,0.378,0.8,1.4,0.596,0.573,2.7,3.3,0.808,0.6,2.9,3.5,1,0.7,0.3,0.6,2.9,11.8
402,Daishen Nix,SG,19,HOU,8,0,8.4,1.6,2.5,0.65,0.4,0.9,0.429,1.3,1.6,0.769,0.725,0.1,0.4,0.333,0.1,1.1,1.3,1.3,0.9,0,1.1,0.4,3.8
408,David Nwaba,SF,29,HOU,35,4,13.9,2,4.2,0.473,0.3,1.1,0.27,1.7,3.1,0.541,0.507,1.1,1.5,0.717,0.9,2.9,3.8,0.8,0.6,0.5,0.5,1.2,5.3
442,Kevin Porter Jr.,PG,21,HOU,38,38,30.1,4.8,11.9,0.403,2.3,6,0.38,2.5,5.9,0.426,0.499,2,3.2,0.62,0.7,3.2,3.9,6.1,1.2,0.3,3.6,2.6,13.8
454,Trevelin Queen,SG,24,HOU,8,0,8.6,1.6,3.6,0.448,1,2.8,0.364,0.6,0.9,0.714,0.586,0.4,0.4,1,0.6,1.1,1.8,0.4,0.6,0,0.9,0.8,4.6
487,Alperen Şengün,C,19,HOU,47,4,18.7,3,6.3,0.477,0.3,1.2,0.259,2.7,5.1,0.529,0.502,2.3,3.2,0.697,1.7,3,4.7,2.5,0.8,1,2,2.9,8.6
514,Jae'Sean Tate,SF,26,HOU,53,52,27.5,4.8,9.7,0.5,0.8,2.6,0.297,4.1,7.1,0.575,0.54,1.9,2.7,0.699,1.7,3.8,5.6,3.1,1,0.6,1.9,3.7,12.3
521,Daniel Theis,C,29,HOU,26,21,22.5,3.2,6.9,0.469,0.9,3,0.291,2.3,3.8,0.61,0.534,1,1.5,0.675,1.2,3.8,5,0.8,0.4,0.7,1.2,2.4,8.4
582,Christian Wood,C,26,HOU,52,51,31.1,6.5,13.4,0.483,1.8,5,0.369,4.6,8.4,0.55,0.552,2.9,4.7,0.618,1.8,8.5,10.3,2.2,0.8,1,1.9,2.5,17.7
246,Danuel House Jr.,SF,28,HOU,24,2,15.5,1.8,4.8,0.386,0.8,2.5,0.339,1,2.3,0.436,0.474,1.1,1.4,0.818,0.3,2.2,2.5,1.3,0.4,0.3,0.9,1,5.6
48,Goga Bitadze,C,22,IND,32,5,11.2,1.8,4.1,0.443,0.3,1.4,0.178,1.6,2.7,0.581,0.473,0.9,1.4,0.63,1.4,1.5,2.8,0.6,0.4,0.7,0.8,1.7,4.8
67,Oshae Brissett,SF,23,IND,43,1,19.1,2.2,5.5,0.403,0.8,2.5,0.333,1.4,3,0.462,0.479,1.1,1.7,0.658,1.3,3.1,4.4,0.7,0.6,0.3,0.7,1.4,6.4
68,Malcolm Brogdon,PG,29,IND,28,28,33.4,6.6,14.7,0.448,1.6,5.4,0.307,4.9,9.3,0.529,0.504,3.8,4.4,0.861,0.9,4.3,5.1,5.9,0.9,0.4,2.2,2,18.5
97,Ahmad Caver,PG,25,IND,1,0,1,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2
118,Torrey Craig,SF,31,IND,51,14,20.3,2.5,5.5,0.456,0.9,2.7,0.333,1.6,2.8,0.573,0.537,0.5,0.7,0.771,1.2,2.7,3.8,1.1,0.5,0.4,0.8,1.9,6.5
149,Chris Duarte,SG,24,IND,48,36,29,5.1,11.7,0.435,1.7,4.8,0.359,3.4,6.9,0.488,0.509,1.7,2.1,0.792,0.7,3.5,4.2,2.2,1.1,0.2,1.6,1.7,13.6
236,Nate Hinton,SG,22,IND,2,0,1,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,0,0.5,0,0
262,Isaiah Jackson,PF,20,IND,19,2,9.5,2.1,4,0.526,0.2,0.4,0.429,1.9,3.6,0.536,0.546,1.1,1.6,0.677,1.2,1.6,2.8,0.4,0.4,0.8,0.5,1.8,5.5
268,DeJon Jarreau,SG,24,IND,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
345,Kelan Martin,SF,26,IND,27,1,16.4,2.6,6.2,0.417,0.8,2.7,0.297,1.8,3.5,0.511,0.482,0.3,0.5,0.692,0.6,1.4,2,0.8,0.5,0.3,0.5,1.3,6.3
355,T.J. McConnell,PG,29,IND,24,6,24.2,3.8,7.5,0.503,0.3,1,0.28,3.5,6.5,0.538,0.522,0.5,0.6,0.8,0.8,2.5,3.3,4.8,1,0.4,1.2,1.8,8.4
513,Keifer Sykes,PG,28,IND,18,10,19.6,2.4,6.7,0.367,0.9,3.1,0.304,1.5,3.6,0.422,0.438,0.7,0.8,0.857,0.3,1.6,1.9,2.1,0.4,0.2,1.3,2,6.5
516,Terry Taylor,SG,22,IND,10,1,16.6,3.7,6.7,0.552,0.4,0.7,0.571,3.3,6,0.55,0.582,0.8,1,0.8,3.5,3.1,6.6,1.6,0.1,0.2,0.4,1.8,8.6
539,Myles Turner,C,25,IND,42,42,29.4,4.8,9.4,0.509,1.5,4.4,0.333,3.3,5,0.662,0.587,1.9,2.5,0.752,1.5,5.5,7.1,1,0.7,2.8,1.3,2.8,12.9
556,Duane Washington Jr.,PG,21,IND,24,7,21,3.6,9.3,0.384,1.7,4.8,0.348,1.9,4.5,0.422,0.473,0.9,1.1,0.808,0.1,2,2,2,0.5,0,1,1.3,9.7
240,Justin Holiday,SF-SG,32,IND,50,41,28.9,3.8,9.4,0.409,2.5,6.8,0.371,1.3,2.5,0.512,0.545,0.7,0.9,0.837,0.4,2.4,2.7,1.9,0.8,0.4,1.1,2.1,10.9
314,Jeremy Lamb,SF-SG,29,IND,40,0,16.1,2.2,6,0.372,1.1,3.1,0.336,1.2,2.9,0.412,0.46,1.8,2.1,0.843,0.4,2.1,2.5,1.4,0.6,0.4,0.6,1.1,7.3
322,Caris LeVert,SG,27,IND,40,39,31.1,7.1,15.8,0.445,1.6,4.8,0.323,5.5,11,0.499,0.494,2.8,3.7,0.764,0.8,3,3.8,4.4,0.9,0.5,1.9,2.3,18.5
478,Domantas Sabonis,C-PF,25,IND,48,47,34.7,7.1,12.3,0.578,0.7,2.3,0.321,6.4,10,0.636,0.608,4,5.4,0.739,3.3,8.8,12.1,5,1,0.5,3.1,3.1,19
507,Lance Stephenson,SG-SF,31,IND,26,1,17.1,3,6.7,0.451,0.5,2.1,0.259,2.5,4.6,0.538,0.491,1.3,1.6,0.786,0.4,2.5,2.9,3.7,0.4,0,1.6,1.9,7.8
37,Nicolas Batum,PF,33,LAC,36,31,25,3.2,6.6,0.489,1.9,4.8,0.409,1.3,1.8,0.697,0.637,0.4,0.7,0.667,0.5,3.9,4.4,1.6,1,0.8,0.8,1.4,8.8
51,Eric Bledsoe,PG,32,LAC,54,29,25.2,3.6,8.7,0.421,0.9,3,0.313,2.7,5.6,0.479,0.475,1.6,2.2,0.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9
59,Brandon Boston Jr.,SG,20,LAC,39,0,15.5,2.4,6.6,0.363,0.7,2.3,0.289,1.7,4.3,0.404,0.414,1.2,1.4,0.855,0.3,2,2.4,0.9,0.5,0.3,0.7,0.9,6.6
107,Amir Coffey,SG,24,LAC,44,20,21.9,2.8,6,0.455,1.4,3.6,0.392,1.3,2.5,0.546,0.571,1.5,1.7,0.89,0.5,2.5,3,1.6,0.5,0.2,0.5,1.3,8.4
183,Paul George,SF,31,LAC,26,26,35.5,9,21.4,0.421,2.7,8.3,0.323,6.3,13,0.484,0.484,4,4.5,0.88,0.4,6.7,7.1,5.5,2,0.4,4.2,2.5,24.7
221,Isaiah Hartenstein,C,23,LAC,43,0,15.8,3.1,5,0.618,0.1,0.1,0.5,3,4.9,0.621,0.624,1.1,1.7,0.681,1.6,2.7,4.3,1.8,0.7,1.1,1,2.4,7.4
255,Serge Ibaka,C,32,LAC,35,10,15.4,2.7,5.5,0.49,0.7,1.8,0.387,2,3.7,0.538,0.552,0.6,0.8,0.69,1.1,3.1,4.3,1,0.2,0.7,0.9,1.6,6.6
266,Reggie Jackson,SG,31,LAC,53,53,30.5,6.2,15.7,0.395,2.3,7.1,0.329,3.9,8.6,0.45,0.469,1.8,2.1,0.855,0.5,2.9,3.4,4.2,0.7,0.1,2.2,2,16.5
280,Keon Johnson,SG,19,LAC,15,0,9,1.1,3.4,0.333,0.2,0.7,0.273,0.9,2.7,0.35,0.363,1.1,1.4,0.762,0.4,1,1.4,0.9,0.5,0.1,0.5,1.4,3.5
297,Luke Kennard,SG,25,LAC,47,10,28.1,4,9.2,0.438,2.7,6.2,0.431,1.4,3.1,0.451,0.582,1,1.1,0.882,0.2,3.3,3.6,2.2,0.6,0.1,0.8,1.6,11.7
338,Terance Mann,SF,25,LAC,56,20,28.6,3.9,8.2,0.475,1,2.7,0.362,2.9,5.4,0.531,0.535,1.3,1.8,0.755,1.3,3.8,5.1,2.4,0.7,0.1,1,2.2,10.1
380,Xavier Moon,SG,27,LAC,6,0,13.8,2.3,5.7,0.412,0.5,1.7,0.3,1.8,4,0.458,0.456,0.3,0.5,0.667,0.2,1.3,1.5,1.7,0.8,0.2,0.5,0.7,5.5
385,Marcus Morris,PF,32,LAC,32,32,30,5.7,13.2,0.429,2.1,5.4,0.387,3.6,7.8,0.458,0.508,2.3,2.8,0.83,0.6,4.4,5,2.2,0.5,0.3,1.3,2.3,15.7
485,Jay Scrubb,SG,21,LAC,18,0,6.7,1,2.6,0.391,0.3,1.2,0.286,0.7,1.4,0.48,0.457,0.4,0.6,0.7,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7
586,Moses Wright,PF,23,LAC,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0
591,Ivica Zubac,C,24,LAC,51,51,24,3.6,5.5,0.65,0,0,,3.6,5.5,0.65,0.65,2.3,3.1,0.725,2.5,5.3,7.9,1.3,0.4,1,1.4,2.5,9.4
580,Justise Winslow,SF,25,LAC,40,3,14.1,1.9,4.2,0.45,0.2,1,0.171,1.7,3.2,0.539,0.47,0.7,1.1,0.605,0.8,3.1,3.9,1.5,0.7,0.5,1.1,1.3,4.6
14,Carmelo Anthony,PF,37,LAL,50,3,26.5,4.6,10.5,0.437,2.3,5.9,0.392,2.3,4.6,0.496,0.548,2,2.4,0.824,0.8,3.3,4.2,1,0.7,0.8,0.9,2.2,13.4
17,Trevor Ariza,SF,36,LAL,18,8,19.4,1.4,3.8,0.362,1.1,3.2,0.333,0.3,0.7,0.5,0.5,0.4,0.6,0.7,0.3,3.1,3.3,1.3,0.6,0.2,0.4,1,4.2
38,Kent Bazemore,SF,32,LAL,31,14,14.7,1.3,3.8,0.328,0.7,2.1,0.354,0.5,1.7,0.296,0.424,0.4,0.5,0.765,0.3,1.5,1.7,0.9,0.6,0.2,0.3,1.8,3.7
62,Avery Bradley,SG,31,LAL,48,41,23.7,2.5,6.1,0.41,1.4,3.6,0.376,1.1,2.5,0.458,0.52,0.3,0.3,0.857,0.5,1.8,2.3,0.8,0.9,0.2,0.7,1.9,6.6
110,Darren Collison,PG,34,LAL,3,0,12.3,0.7,2.3,0.286,0,1,0,0.7,1.3,0.5,0.286,0,0,,0,1.3,1.3,0.7,0.3,0,0.3,1.7,1.3
125,Anthony Davis,C,28,LAL,35,35,35.6,9.4,17.5,0.537,0.3,1.8,0.172,9.1,15.7,0.579,0.546,4.4,6.1,0.712,2.9,7.1,10,2.9,1.3,2.3,2.2,2.5,23.5
144,Sekou Doumbouya,PF,21,LAL,2,0,8,2.5,4,0.625,0.5,1,0.5,2,3,0.667,0.688,1.5,2,0.75,1,2,3,0,1.5,1,1,0.5,7
157,Wayne Ellington,SG,34,LAL,34,9,19.3,2.1,5.4,0.399,1.9,4.9,0.392,0.2,0.5,0.471,0.577,0.1,0.1,0.8,0.3,1.4,1.7,0.7,0.5,0.1,0.4,1,6.3
245,Talen Horton-Tucker,SG,21,LAL,40,15,25.7,3.6,8.8,0.41,0.8,3,0.269,2.8,5.8,0.483,0.456,1.5,1.9,0.797,0.6,2.7,3.2,2.7,0.9,0.5,1.5,2.5,9.5
247,Dwight Howard,C,36,LAL,41,11,14.5,1.9,3,0.621,0.1,0.2,0.667,1.7,2.8,0.617,0.645,1.3,2.1,0.612,1.9,3.5,5.4,0.5,0.7,0.6,0.8,2,5.2
250,Jay Huff,C,23,LAL,4,0,5,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,,0.3,0.8,1,0.3,0.3,0.3,0.3,0.3,0
267,LeBron James,SF,37,LAL,39,39,36.7,11,21,0.526,2.8,7.8,0.354,8.3,13.2,0.628,0.592,4.2,5.6,0.753,1.1,6.6,7.7,6.5,1.6,1,3.2,2.3,29.1
281,Stanley Johnson,PF,25,LAL,22,12,22.4,2.5,5.1,0.487,0.7,2.3,0.32,1.8,2.9,0.619,0.558,1,1.4,0.677,0.7,2.6,3.3,1.3,0.8,0.5,0.6,3,6.7
